PRICE,BEDROOMS,BATHROOMS,FLOORS,INSTALLMENT_YEARS,HAS_INSTALLMENT,REAL_ESTATE_COMPANY,SIZE(SQM),AMENITIES_نادي صحي مشترك,AMENITIES_حارس أمن,AMENITIES_صالة رياضة مشتركة,AMENITIES_حديقة خاصة,AMENITIES_موقف مغطى,AMENITIES_غرفة خادمة,AMENITIES_مسبح خاص,AMENITIES_مطل على بحيرات,AMENITIES_COUNT,LATITUDE,LONGITUDE,PROPERTY_TYPE
2000000.0,2,3,2.0,0.0,0,هاب تاون,138,0,0,0,0,0,0,0,0,1,30.051855087280277,31.6932315826416,شقة
11696000.0,4,3,-1.0,7.0,1,مونتي نابوليوني,186,1,1,1,0,0,0,0,0,6,30.048423767089844,31.630369186401367,دوبلكس
6850000.0,2,2,-1.0,0.0,0,ذا وندر مارك,119,1,1,0,0,0,0,0,0,6,30.048582077026367,31.640851974487305,فيلا
3250000.0,3,4,-1.0,10.0,1,ذا وندر مارك,180,1,1,1,1,1,1,1,1,18,30.048582077026367,31.640851974487305,فيلا
293550.0,3,2,-1.0,12.0,1,ذا وندر مارك,175,0,1,1,0,1,0,0,1,11,30.048582077026367,31.640851974487305,تاون هاوس
2000000.0,3,2,4.0,0.0,0,سراي,132,1,1,1,0,1,0,0,1,12,30.09417724609375,31.70400047302246,شقة
375000.0,4,4,-1.0,12.0,1,ذا وندر مارك,240,1,1,1,1,1,1,1,1,18,30.048582077026367,31.640851974487305,فيلا
685000.0,2,1,-1.0,12.0,1,ذا وندر مارك,120,0,1,1,0,1,0,0,1,11,30.048582077026367,31.640851974487305,تاون هاوس
590000.0,3,3,-1.0,0.0,0,ذا وندر مارك,250,0,1,1,1,1,0,0,0,9,30.048582077026367,31.640851974487305,تاون هاوس
4850000.0,2,2,0.0,8.0,1,بيتا جرينز,123,0,1,1,0,1,0,0,0,6,30.051855087280277,31.6932315826416,شقة
8500000.0,4,3,-1.0,12.0,1,سراي,175,0,1,0,1,0,1,0,0,6,30.09417724609375,31.70400047302246,فيلا
4700000.0,2,2,4.0,0.0,0,سراي,128,0,1,1,0,1,0,0,1,9,30.09417724609375,31.70400047302246,شقة
14560000.0,3,3,-1.0,2.0,1,أليفا,205,1,1,0,0,1,0,0,0,7,30.057632446289062,31.67757797241211,أي فيلا
13700000.0,2,2,-1.0,12.0,1,ذا وندر مارك,121,0,1,0,0,1,0,0,0,6,30.048582077026367,31.640851974487305,فيلا
5300000.0,2,2,0.0,0.0,0,سراي,144,0,1,1,1,1,0,0,1,9,30.09417724609375,31.70400047302246,شقة
3400000.0,3,4,-1.0,0.0,0,مونارك,215,1,1,1,1,1,1,1,1,18,30.06985282897949,31.638795852661133,تاون هاوس
4356250.0,3,3,-1.0,0.0,0,مونارك,215,1,1,1,1,1,1,1,1,16,30.06985282897949,31.638795852661133,فيلا
9000000.0,3,3,-1.0,0.0,0,لافينير,271,0,1,1,1,0,1,0,1,6,30.054826736450195,31.618816375732425,تاون هاوس
10152112.0,3,4,-1.0,0.0,0,سراي,212,0,1,0,1,1,0,0,0,8,30.09417724609375,31.70400047302246,فيلا
14250000.0,3,3,-1.0,8.0,1,مونتي نابوليوني,200,1,1,1,0,1,0,0,1,9,30.048423767089844,31.630369186401367,فيلا
6000000.0,2,2,-1.0,7.0,1,ذا وندر مارك,200,0,1,1,0,1,0,0,1,10,30.048582077026367,31.640851974487305,تاون هاوس
12642502.0,2,2,2.0,12.0,1,أليفا,115,0,0,1,0,1,0,0,0,5,30.057632446289062,31.67757797241211,شقة
7000000.0,3,2,-1.0,0.0,0,سراي,160,1,1,0,1,1,0,1,1,10,30.09417724609375,31.70400047302246,تاون هاوس
15900000.0,5,4,-1.0,0.0,0,سراي,310,1,1,1,0,1,1,0,1,10,30.09417724609375,31.70400047302246,فيلا
15600000.0,5,4,-1.0,0.0,0,سراي,250,1,1,1,0,0,0,0,1,9,30.09417724609375,31.70400047302246,فيلا
5700000.0,3,4,1.0,0.0,0,سراي,182,1,1,1,0,0,0,0,0,5,30.09417724609375,31.70400047302246,شقة
15800000.0,5,4,-1.0,0.0,0,سراي,300,1,1,1,0,0,0,0,1,8,30.09417724609375,31.70400047302246,فيلا
4650000.0,2,2,0.0,12.0,1,سراي,130,1,1,1,1,1,0,0,1,10,30.09417724609375,31.70400047302246,شقة
9500000.0,3,3,-1.0,0.0,0,لافينير,268,0,1,0,0,0,0,0,0,2,30.054826736450195,31.618816375732425,تاون هاوس
16300000.0,3,3,-1.0,12.0,1,سراي,212,1,1,1,0,0,0,0,1,8,30.09417724609375,31.70400047302246,فيلا
11650000.0,4,4,-1.0,0.0,0,لافينير,271,0,1,0,0,0,1,0,0,3,30.054826736450195,31.618816375732425,تاون هاوس
14957871.0,3,3,-1.0,8.0,1,مونتي نابوليوني,225,1,1,1,1,1,0,1,0,7,30.048423767089844,31.630369186401367,تاون هاوس
8186000.0,4,5,-1.0,0.0,0,سراي,265,1,1,1,1,0,0,0,0,6,30.09417724609375,31.70400047302246,فيلا
3700000.0,2,3,2.0,0.0,0,سراي,122,1,1,1,0,1,0,0,0,6,30.09417724609375,31.70400047302246,شقة
5000002.0,3,4,-1.0,12.0,1,لافينير,175,1,1,1,1,1,1,0,1,13,30.054826736450195,31.618816375732425,فيلا
9600000.0,4,5,-1.0,0.0,0,جرين سكوير,265,0,0,0,0,0,0,0,0,1,30.046466827392575,31.63002014160156,تاون هاوس
18300000.0,4,4,-1.0,12.0,1,ذا وندر مارك,361,1,1,1,1,1,1,1,1,18,30.048582077026367,31.640851974487305,فيلا
6300000.0,2,2,0.0,13.0,1,إي تي-إيست,80,0,1,1,0,1,0,0,0,6,30.06430053710937,31.633228302001957,شقة
35000000.0,6,6,-1.0,0.0,0,إي تي-إيست,303,0,1,1,1,1,1,0,0,9,30.06430053710937,31.633228302001957,فيلا
7100001.0,4,5,-1.0,0.0,0,لافينير,244,0,0,0,0,0,0,0,0,1,30.054826736450195,31.618816375732425,دوبلكس
12256400.0,3,3,-1.0,0.0,0,ذا وندر مارك,208,0,1,0,0,0,0,0,0,5,30.048582077026367,31.640851974487305,تاون هاوس
11880000.0,2,2,2.0,12.0,1,أليفا,130,1,1,1,1,1,1,1,1,18,30.057632446289062,31.67757797241211,شقة
19600000.0,3,3,-1.0,10.0,1,ذا وندر مارك,175,1,1,1,1,0,1,1,0,9,30.048582077026367,31.640851974487305,فيلا
11950000.0,3,3,0.0,10.0,1,إي تي-إيست,160,0,1,0,0,1,0,0,1,6,30.06430053710937,31.633228302001957,شقة
9500000.0,3,3,-1.0,0.0,0,لافينير,268,0,1,0,0,0,0,0,0,2,30.054826736450195,31.618816375732425,تاون هاوس
10920000.0,3,3,-1.0,10.0,1,إي تي-إيست,145,0,1,0,1,1,0,1,0,7,30.06430053710937,31.633228302001957,فيلا
2600000.0,3,3,-1.0,13.0,1,في الشرق,145,1,1,1,1,1,1,1,1,18,30.064329147338867,31.634218215942383,دوبلكس
14800000.0,4,4,-1.0,12.0,1,سراي,206,1,1,1,1,1,1,1,1,18,30.09417724609375,31.70400047302246,فيلا
7767000.0,4,2,-1.0,12.0,1,سراي,212,0,1,0,1,1,0,0,0,6,30.09417724609375,31.70400047302246,فيلا
12715000.0,3,3,-1.0,8.0,1,مونتي نابوليوني,225,1,1,1,0,1,0,0,0,5,30.048423767089844,31.630369186401367,تاون هاوس
7655000.0,3,3,-1.0,0.0,0,هاب تاون,165,1,1,1,1,1,1,1,1,17,30.051855087280277,31.6932315826416,تاون هاوس
12000000.0,4,3,-1.0,9.0,1,ذا وندر مارك,240,1,1,1,1,1,1,1,1,18,30.048582077026367,31.640851974487305,فيلا
15200000.0,3,3,-1.0,5.0,1,هاب تاون,165,1,1,1,0,0,0,0,1,10,30.051855087280277,31.6932315826416,تاون هاوس
17800000.0,5,5,-1.0,12.0,1,سراي,230,0,1,1,0,1,1,1,1,12,30.09417724609375,31.70400047302246,فيلا
6800000.0,5,4,-1.0,5.0,1,سراي,239,1,1,1,1,1,1,1,1,18,30.09417724609375,31.70400047302246,فيلا
13600000.0,3,3,-1.0,12.0,1,سراي,160,1,1,1,0,1,0,0,1,11,30.09417724609375,31.70400047302246,تاون هاوس
4490000.0,3,3,5.0,0.0,0,لافينير,160,1,1,1,0,1,0,0,0,7,30.054826736450195,31.618816375732425,شقة
9500000.0,4,4,-1.0,0.0,0,لافينير,271,1,1,1,1,0,1,0,1,12,30.054826736450195,31.618816375732425,تاون هاوس
4250000.0,3,4,-1.0,0.0,0,رير,166,1,1,1,1,1,1,0,1,12,30.052064895629883,31.64576911926269,تاون هاوس
14960000.0,3,3,-1.0,8.0,1,مونتي نابوليوني,225,1,1,1,0,1,0,0,0,5,30.048423767089844,31.630369186401367,تاون هاوس
6500000.0,3,4,3.0,0.0,0,سراي,182,1,1,1,1,1,1,0,0,12,30.09417724609375,31.70400047302246,شقة
7220000.0,2,2,-1.0,0.0,0,مونتي نابوليوني,106,0,1,0,0,1,0,0,0,6,30.048423767089844,31.630369186401367,دوبلكس
6250000.0,3,3,0.0,0.0,0,جرين سكوير,215,0,1,0,1,0,1,0,0,5,30.046466827392575,31.63002014160156,شقة
3800000.0,3,3,6.0,0.0,0,هاب تاون,170,0,1,1,0,0,0,0,0,4,30.051855087280277,31.6932315826416,شقة
13079000.0,3,3,-1.0,7.0,1,أليفا,205,1,1,1,1,0,0,0,0,5,30.057632446289062,31.67757797241211,أي فيلا
10550000.0,4,4,-1.0,0.0,0,سراي,174,0,1,0,1,0,0,1,1,5,30.09417724609375,31.70400047302246,تاون هاوس
6600000.0,2,2,0.0,5.0,1,إي تي-إيست,80,0,1,0,1,1,0,0,0,5,30.06430053710937,31.633228302001957,شقة
9600000.0,4,4,-1.0,0.0,0,جرين سكوير,264,0,1,0,0,0,0,0,0,2,30.046466827392575,31.63002014160156,تاون هاوس
14000000.0,3,4,-1.0,0.0,0,هاب تاون,330,0,0,1,0,1,0,0,0,5,30.051855087280277,31.6932315826416,دوبلكس
11950000.0,4,3,-1.0,10.0,1,إي تي-إيست,160,0,1,0,0,1,1,0,1,8,30.06430053710937,31.633228302001957,فيلا
12000000.0,5,4,-1.0,12.0,1,سراي,260,0,0,0,0,0,0,0,0,1,30.09417724609375,31.70400047302246,فيلا
14960000.0,3,3,-1.0,0.0,0,مونتي نابوليوني,225,0,1,0,0,1,0,0,0,6,30.048423767089844,31.630369186401367,تاون هاوس
9000000.0,2,2,-1.0,0.0,0,رير,170,0,1,0,0,0,0,0,0,2,30.052064895629883,31.64576911926269,تاون هاوس
7580000.0,4,4,-1.0,0.0,0,سراي,260,1,1,1,1,1,1,0,0,9,30.09417724609375,31.70400047302246,فيلا
10630000.0,3,3,-1.0,10.0,1,إي تي-إيست,145,0,1,0,1,1,0,0,0,7,30.06430053710937,31.633228302001957,فيلا
10750000.0,3,4,-1.0,0.0,0,أليفا,190,1,1,1,1,1,1,0,1,14,30.057632446289062,31.67757797241211,أي فيلا
13000000.0,4,4,-1.0,0.0,0,ذا وندر مارك,300,1,1,1,1,0,1,0,0,7,30.048582077026367,31.640851974487305,فيلا
11300000.0,3,3,-1.0,8.0,1,أليفا,220,1,1,1,0,0,1,0,0,6,30.057632446289062,31.67757797241211,أي فيلا
3800000.0,2,2,2.0,0.0,0,جرين سكوير,125,0,1,0,0,0,0,0,0,2,30.046466827392575,31.63002014160156,شقة
9200000.0,3,4,-1.0,0.0,0,سراي,260,0,1,0,0,1,0,0,0,3,30.09417724609375,31.70400047302246,فيلا
6300000.0,2,2,0.0,5.0,1,إي تي-إيست,80,0,1,0,1,1,0,0,0,4,30.06430053710937,31.633228302001957,شقة
9839000.0,5,5,-1.0,12.0,1,الفراشه,239,1,1,0,1,0,1,0,0,7,30.07651710510254,31.683374404907227,فيلا
9500000.0,5,4,-1.0,12.0,1,سراي,239,0,0,0,0,0,0,0,0,1,30.09417724609375,31.70400047302246,فيلا
17000000.0,4,3,-1.0,10.0,1,ماونتن فيو مدينة المستقبل,380,0,0,0,0,0,0,0,0,1,30.050914764404297,31.673290252685547,فيلا
4615000.0,2,3,3.0,0.0,0,كابيتال جاردنز - بالم هيلز,166,1,1,1,1,1,1,0,0,14,30.106813430786133,31.693866729736328,شقة
6322000.0,3,3,3.0,4.0,1,سراي,182,0,1,0,0,0,0,0,0,2,30.09417724609375,31.70400047302246,شقة
5000000.0,2,3,2.0,0.0,0,كابيتال جاردنز - بالم هيلز,167,1,1,1,1,1,1,1,1,18,30.106813430786133,31.693866729736328,شقة
8250000.0,4,4,-1.0,0.0,0,سراي,178,1,1,1,1,1,1,0,0,15,30.09417724609375,31.70400047302246,فيلا
26000000.0,4,3,-1.0,0.0,0,ماونتن فيو مدينة المستقبل,210,0,1,0,0,1,0,0,0,5,30.050914764404297,31.673290252685547,تاون هاوس
11360000.0,5,5,-1.0,1.0,1,سراي,260,0,1,0,1,0,0,0,0,3,30.09417724609375,31.70400047302246,دوبلكس
13322809.0,3,4,-1.0,0.0,0,أليفا,210,0,1,0,0,0,1,0,0,3,30.057632446289062,31.67757797241211,أي فيلا
6800000.0,3,3,0.0,0.0,0,هاب تاون,195,0,1,1,0,1,0,0,0,5,30.051855087280277,31.6932315826416,شقة
18500000.0,3,3,-1.0,12.0,1,أليفا,230,1,1,1,0,1,0,0,0,7,30.057632446289062,31.67757797241211,أي فيلا
10463687.0,3,3,-1.0,0.0,0,أليفا,180,1,1,1,1,1,1,0,1,17,30.057632446289062,31.67757797241211,أي فيلا
7400000.0,3,3,5.0,0.0,0,هاب تاون,195,1,1,1,0,0,0,0,0,5,30.051855087280277,31.6932315826416,شقة
4000000.0,3,4,-1.0,0.0,0,في الشرق,165,1,1,1,1,1,1,1,1,18,30.064329147338867,31.634218215942383,تاون هاوس
6614037.0,3,3,2.0,0.0,0,أليفا,155,1,1,1,1,1,1,1,1,18,30.057632446289062,31.67757797241211,شقة
20500000.0,4,3,-1.0,12.0,1,أليفا,205,1,1,1,1,1,1,1,1,18,30.057632446289062,31.67757797241211,أي فيلا
12250000.0,3,4,-1.0,0.0,0,بلوم فيلدز,201,0,1,0,0,1,0,0,0,6,30.051855087280277,31.6932315826416,تاون هاوس
10000000.0,4,4,-1.0,0.0,0,في الشرق,150,1,1,1,1,1,1,1,1,18,30.064329147338867,31.634218215942383,فيلا
7864000.0,3,2,3.0,0.0,0,ماونتن فيو مدينة المستقبل,125,1,1,0,0,0,0,0,1,5,30.050914764404297,31.673290252685547,شقة
8000000.0,3,4,-1.0,0.0,0,سراي,260,1,1,1,1,1,1,0,0,13,30.09417724609375,31.70400047302246,فيلا
11140400.0,3,3,-1.0,0.0,0,أليفا,210,1,1,1,1,1,1,0,1,16,30.057632446289062,31.67757797241211,أي فيلا
28832029.0,4,5,-1.0,8.0,1,في الشرق,250,1,1,1,1,1,0,1,0,8,30.064329147338867,31.634218215942383,فيلا
7175000.0,3,4,2.0,0.0,0,هاب تاون,195,0,1,0,0,0,0,0,0,4,30.051855087280277,31.6932315826416,شقة
11050000.0,3,4,-1.0,0.0,0,ذا وندر مارك,208,0,1,0,1,0,0,0,1,3,30.048582077026367,31.640851974487305,تاون هاوس
5000000.0,3,3,-1.0,0.0,0,ذا وندر مارك,208,1,1,1,0,1,0,0,1,8,30.048582077026367,31.640851974487305,تاون هاوس
11357000.0,3,3,-1.0,0.0,0,أليفا,220,0,1,0,1,1,0,0,0,6,30.057632446289062,31.67757797241211,أي فيلا
9928588.0,3,4,-1.0,0.0,0,البوسكو سيتي,212,0,1,0,1,1,1,0,0,6,30.07013320922852,31.66701889038086,تاون هاوس
8187804.0,3,3,0.0,0.0,0,أليفا,140,0,0,0,0,0,0,0,0,1,30.057632446289062,31.67757797241211,شقة
8500000.0,4,4,-1.0,0.0,0,هاب تاون,330,1,1,1,1,1,0,0,0,9,30.051855087280277,31.6932315826416,دوبلكس
14000000.0,3,3,-1.0,0.0,0,ذا فاليز,165,1,1,1,1,1,1,1,1,18,30.04700469970703,31.655561447143555,فيلا
11000000.0,5,5,-1.0,0.0,0,سراي,295,1,1,1,1,1,1,1,1,13,30.09417724609375,31.70400047302246,فيلا
4700000.0,3,3,4.0,0.0,0,سراي,164,1,1,1,0,0,0,0,1,11,30.09417724609375,31.70400047302246,شقة
9500000.0,5,5,-1.0,0.0,0,سراي,265,0,1,0,1,1,1,0,1,10,30.09417724609375,31.70400047302246,أي فيلا
10420175.0,3,3,-1.0,9.0,1,مونتي نابوليوني,206,1,1,1,1,0,0,0,0,5,30.048423767089844,31.630369186401367,دوبلكس
7350000.0,3,4,-1.0,0.0,0,لافينير,265,0,1,0,0,0,0,0,0,2,30.054826736450195,31.618816375732425,دوبلكس
3750000.0,3,3,3.0,0.0,0,لافينير,160,0,1,0,0,0,0,0,0,2,30.054826736450195,31.618816375732425,شقة
7000000.0,3,3,0.0,0.0,0,لافينير,224,0,0,0,1,0,0,0,0,3,30.054826736450195,31.618816375732425,شقة
14000000.0,3,3,-1.0,0.0,0,هاب تاون,170,1,1,1,0,0,0,0,0,5,30.051855087280277,31.6932315826416,تاون هاوس
7500000.0,3,3,2.0,0.0,0,سراي,186,0,1,0,0,1,0,0,0,5,30.09417724609375,31.70400047302246,شقة
4700000.0,3,3,1.0,0.0,0,بلوم فيلدز,178,1,1,1,0,0,0,0,0,5,30.051855087280277,31.6932315826416,شقة
10290000.0,2,3,-1.0,7.0,1,مونتي نابوليوني,171,0,1,1,0,0,0,0,0,3,30.048423767089844,31.630369186401367,دوبلكس
19300000.0,3,3,-1.0,0.0,0,أليفا,230,1,1,1,1,1,0,0,1,12,30.057632446289062,31.67757797241211,فيلا
10500000.0,3,3,-1.0,0.0,0,جرين سكوير,256,1,1,1,1,0,1,0,1,14,30.046466827392575,31.63002014160156,تاون هاوس
9750000.0,4,4,-1.0,0.0,0,سراي,260,1,1,1,1,1,1,0,1,14,30.09417724609375,31.70400047302246,تاون هاوس
21000000.0,3,4,-1.0,0.0,0,أليفا,190,1,1,1,1,1,0,0,1,12,30.057632446289062,31.67757797241211,فيلا
10290000.0,2,2,-1.0,7.0,1,مونتي نابوليوني,171,1,1,1,0,0,0,0,0,6,30.048423767089844,31.630369186401367,دوبلكس
19300000.0,3,3,-1.0,0.0,0,أليفا,255,1,1,1,1,1,0,0,1,12,30.057632446289062,31.67757797241211,فيلا
20275814.0,3,2,-1.0,8.0,1,سراي,198,1,1,1,1,1,0,1,0,8,30.09417724609375,31.70400047302246,فيلا
18000000.0,3,4,-1.0,0.0,0,سراي,237,1,1,1,0,0,0,0,0,9,30.09417724609375,31.70400047302246,فيلا
21700000.0,3,3,-1.0,0.0,0,أليفا,210,1,1,1,1,1,0,0,1,12,30.057632446289062,31.67757797241211,فيلا
8000000.0,3,4,1.0,0.0,0,لافينير,265,1,1,1,1,0,1,0,1,13,30.054826736450195,31.618816375732425,شقة
26000000.0,3,3,-1.0,10.0,1,ذا فاليز,195,1,1,1,1,1,1,1,1,18,30.04700469970703,31.655561447143555,فيلا
25600000.0,4,4,-1.0,10.0,1,ذا وندر مارك,240,1,1,1,1,1,1,1,1,18,30.048582077026367,31.640851974487305,فيلا
12825000.0,3,3,-1.0,10.0,1,مونتي نابوليوني,200,1,1,1,1,1,0,1,0,7,30.048423767089844,31.630369186401367,فيلا
3232000.0,1,1,1.0,0.0,0,سراي,79,1,1,1,0,0,0,0,1,11,30.09417724609375,31.70400047302246,شقة
6700000.0,3,3,0.0,0.0,0,لافينير,223,1,1,1,1,1,0,0,1,13,30.054826736450195,31.618816375732425,شقة
13581000.0,5,5,-1.0,0.0,0,جرين سكوير,273,1,1,1,0,0,0,0,1,6,30.046466827392575,31.63002014160156,تاون هاوس
5330000.0,3,3,-1.0,0.0,0,سراي,150,1,1,0,0,0,0,0,0,3,30.09417724609375,31.70400047302246,فيلا
15543700.0,4,3,-1.0,0.0,0,ذا وندر مارك,367,1,1,1,1,1,1,1,1,18,30.048582077026367,31.640851974487305,تاون هاوس
28400000.0,4,4,-1.0,10.0,1,البوسكو سيتي,282,1,1,1,1,0,1,0,1,8,30.07013320922852,31.66701889038086,فيلا
17500000.0,5,5,-1.0,4.0,1,سراي,239,1,0,1,0,0,0,0,1,6,30.09417724609375,31.70400047302246,فيلا
8750000.0,3,3,-1.0,0.0,0,سراي,260,1,1,1,0,1,0,0,0,6,30.09417724609375,31.70400047302246,فيلا
4500000.0,3,3,2.0,0.0,0,سراي,164,1,1,1,0,0,0,0,0,8,30.09417724609375,31.70400047302246,شقة
19350000.0,3,3,-1.0,10.0,1,أليفا,230,1,1,1,0,1,0,0,1,11,30.057632446289062,31.67757797241211,أي فيلا
12500000.0,3,3,-1.0,12.0,1,سراي,160,1,1,1,1,0,1,0,1,13,30.09417724609375,31.70400047302246,فيلا
13763750.0,5,5,-1.0,7.0,1,مونتي نابوليوني,336,1,1,1,1,1,1,0,1,15,30.048423767089844,31.630369186401367,فيلا
5700000.0,1,1,-1.0,0.0,0,مونتي نابوليوني,113,1,1,0,0,0,0,0,0,3,30.048423767089844,31.630369186401367,دوبلكس
11000000.0,4,3,-1.0,12.0,1,سراي,220,1,1,1,0,0,0,0,1,7,30.09417724609375,31.70400047302246,دوبلكس
5610000.0,2,2,0.0,7.0,1,لاميرادا المستقبل,148,1,1,1,1,1,1,1,1,18,30.051855087280277,31.6932315826416,شقة
10450000.0,3,3,-1.0,0.0,0,أليفا,210,1,1,0,0,1,0,0,0,5,30.057632446289062,31.67757797241211,أي فيلا
10845000.0,3,3,-1.0,0.0,0,أليفا,210,1,0,1,0,1,0,0,0,5,30.057632446289062,31.67757797241211,أي فيلا
10617416.0,3,5,-1.0,0.0,0,أليفا,210,0,0,0,0,0,0,0,0,1,30.057632446289062,31.67757797241211,أي فيلا
18000000.0,5,5,-1.0,12.0,1,الفراشه,250,1,1,1,1,1,0,0,1,12,30.07651710510254,31.683374404907227,فيلا
21745267.0,3,3,-1.0,7.0,1,مونتي نابوليوني,318,0,1,1,1,0,0,0,0,6,30.048423767089844,31.630369186401367,دوبلكس
18617000.0,3,3,-1.0,7.0,1,ماونتن فيو مدينة المستقبل,220,1,1,0,1,1,0,1,1,7,30.050914764404297,31.673290252685547,تاون هاوس
14700000.0,3,3,-1.0,5.0,1,ذا فاليز,165,1,1,1,0,0,0,0,1,10,30.04700469970703,31.655561447143555,تاون هاوس
6900000.0,2,2,0.0,0.0,0,البوسكو سيتي,90,1,1,1,0,1,1,0,0,12,30.07013320922852,31.66701889038086,شقة
20225000.0,3,3,-1.0,7.0,1,ماونتن فيو مدينة المستقبل,220,1,1,0,1,1,1,1,1,8,30.050914764404297,31.673290252685547,تاون هاوس
18000000.0,5,5,-1.0,12.0,1,الفراشه,250,1,1,1,1,1,0,0,1,12,30.07651710510254,31.683374404907227,تاون هاوس
9300000.0,4,4,-1.0,0.0,0,سراي,260,1,1,1,1,1,0,1,1,14,30.09417724609375,31.70400047302246,فيلا
12500000.0,4,4,-1.0,0.0,0,ذا وندر مارك,120,1,1,1,1,1,1,1,1,18,30.048582077026367,31.640851974487305,فيلا
5000000.0,4,3,-1.0,10.0,1,مونارك,215,0,1,1,0,1,0,0,0,5,30.06985282897949,31.638795852661133,فيلا
10774000.0,3,3,-1.0,7.0,1,مونتي نابوليوني,141,1,1,1,0,0,0,0,0,6,30.048423767089844,31.630369186401367,دوبلكس
4500000.0,3,3,1.0,0.0,0,لافينير,160,1,1,1,0,0,0,0,1,10,30.054826736450195,31.618816375732425,شقة
9650000.0,3,3,-1.0,0.0,0,لافينير,267,0,1,0,1,0,0,0,0,3,30.054826736450195,31.618816375732425,تاون هاوس
7837500.0,3,3,-1.0,7.0,1,مونتي نابوليوني,200,1,1,1,1,1,1,0,1,12,30.048423767089844,31.630369186401367,فيلا
6120000.0,3,3,-1.0,0.0,0,مونتي نابوليوني,174,1,1,1,1,1,0,0,0,7,30.048423767089844,31.630369186401367,دوبلكس
6310000.0,2,2,3.0,0.0,0,مونتي نابوليوني,142,0,1,1,0,1,0,0,1,10,30.048423767089844,31.630369186401367,شقة
8000000.0,3,2,1.0,10.0,1,مونتي نابوليوني,160,0,0,0,0,0,0,0,0,1,30.048423767089844,31.630369186401367,شقة
21500000.0,5,5,-1.0,10.0,1,مونتي نابوليوني,318,1,1,1,1,1,1,1,0,15,30.048423767089844,31.630369186401367,تاون هاوس
21000000.0,5,4,-1.0,0.0,0,مونتي نابوليوني,318,1,1,0,1,0,1,0,0,5,30.048423767089844,31.630369186401367,فيلا
6500000.0,4,4,-1.0,12.0,1,سراي,205,1,1,1,1,1,0,0,0,6,30.09417724609375,31.70400047302246,دوبلكس
16500000.0,3,3,-1.0,0.0,0,سيينز,165,1,1,1,1,1,0,1,1,14,30.049936294555664,31.612459182739254,فيلا
6120000.0,2,2,-1.0,6.0,1,مونتي نابوليوني,174,1,1,1,0,0,0,0,1,11,30.048423767089844,31.630369186401367,دوبلكس
9000000.0,4,3,-1.0,12.0,1,سراي,212,0,1,0,0,1,0,0,1,5,30.09417724609375,31.70400047302246,فيلا
18900000.0,5,4,-1.0,0.0,0,الفراشه,239,1,1,1,0,0,0,0,1,6,30.07651710510254,31.683374404907227,فيلا
18661000.0,3,3,-1.0,0.0,0,أليفا,220,1,1,1,0,1,0,0,0,6,30.057632446289062,31.67757797241211,تاون هاوس
23523750.0,3,4,-1.0,8.0,1,ذا فاليز,200,0,1,0,1,1,1,0,0,5,30.04700469970703,31.655561447143555,تاون هاوس
23050000.0,4,3,-1.0,0.0,0,ماونتن فيو مدينة المستقبل,210,1,1,1,1,1,1,1,1,18,30.050914764404297,31.673290252685547,تاون هاوس
21500000.0,5,4,-1.0,0.0,0,مونتي نابوليوني,318,1,1,1,1,0,0,0,1,8,30.048423767089844,31.630369186401367,فيلا
21524723.0,4,5,-1.0,9.0,1,لاميرادا المستقبل,257,1,1,1,1,1,0,0,0,6,30.051855087280277,31.6932315826416,تاون هاوس
7600000.0,3,2,1.0,10.0,1,مونتي نابوليوني,145,0,0,0,0,0,0,0,0,1,30.048423767089844,31.630369186401367,شقة
14957871.0,4,4,-1.0,7.0,1,مونتي نابوليوني,225,1,1,1,1,1,1,0,1,12,30.048423767089844,31.630369186401367,فيلا
8500000.0,3,3,1.0,10.0,1,مونتي نابوليوني,180,0,0,0,0,0,0,0,0,1,30.048423767089844,31.630369186401367,شقة
10774000.0,3,3,-1.0,7.0,1,مونتي نابوليوني,174,1,1,1,0,1,1,0,1,14,30.048423767089844,31.630369186401367,دوبلكس
14957871.0,4,4,-1.0,8.0,1,مونتي نابوليوني,225,1,1,1,0,0,0,0,1,6,30.048423767089844,31.630369186401367,تاون هاوس
6000000.0,2,2,1.0,6.0,1,مونتي نابوليوني,99,0,1,1,0,1,0,0,1,8,30.048423767089844,31.630369186401367,شقة
6000000.0,2,2,1.0,6.0,1,مونتي نابوليوني,101,0,1,1,0,1,0,0,1,10,30.048423767089844,31.630369186401367,شقة
6500000.0,2,2,1.0,10.0,1,مونتي نابوليوني,120,0,0,0,0,0,0,0,0,1,30.048423767089844,31.630369186401367,شقة
10000000.0,4,3,-1.0,10.0,1,مونتي نابوليوني,220,0,0,0,0,0,0,0,0,1,30.048423767089844,31.630369186401367,دوبلكس
11473000.0,3,3,-1.0,7.0,1,مونتي نابوليوني,139,1,1,1,0,0,0,0,0,5,30.048423767089844,31.630369186401367,دوبلكس
9500000.0,3,3,1.0,10.0,1,مونتي نابوليوني,170,0,0,0,0,0,0,0,0,1,30.048423767089844,31.630369186401367,شقة
14500000.0,4,3,-1.0,0.0,0,مونتي نابوليوني,215,0,1,1,1,1,0,0,1,8,30.048423767089844,31.630369186401367,تاون هاوس
11730000.0,3,2,1.0,0.0,0,مونتي نابوليوني,250,0,1,0,0,1,0,0,0,3,30.048423767089844,31.630369186401367,شقة
